2026-03-12 21:45:04.823  7577-8220  ProfileInstaller        com.smssync.sms_sync_mobile          D  Installing profile for com.smssync.sms_sync_mobile
2026-03-12 21:45:04.881  7577-7577  SmsReceiver             com.smssync.sms_sync_mobile          D  onReceive called with action: android.provider.Telephony.SMS_RECEIVED
2026-03-12 21:45:04.881  7577-7577  SmsReceiver             com.smssync.sms_sync_mobile          D  Incoming SMS action accepted: android.provider.Telephony.SMS_RECEIVED
2026-03-12 21:45:04.883  7577-7577  SmsReceiver             com.smssync.sms_sync_mobile          D  Number of PDUs: 1
2026-03-12 21:45:04.883  7577-7577  SmsReceiver             com.smssync.sms_sync_mobile          D  Format: 3gpp
2026-03-12 21:45:04.883  7577-7577  SmsReceiver             com.smssync.sms_sync_mobile          D  Processing PDU 0
2026-03-12 21:45:04.887  7577-7577  SmsReceiver             com.smssync.sms_sync_mobile          D  From: 10686307700000000112
2026-03-12 21:45:04.887  7577-7577  SmsReceiver             com.smssync.sms_sync_mobile          D  Body: 【阿里云】您正在进行短信登录，验证码595247，切勿将验证码泄露于他人，本条验证码有效期15分钟。
2026-03-12 21:45:04.888  7577-7577  NativeSmsRelay          com.smssync.sms_sync_mobile          D  Method channel unavailable for sms-receiver, queueing for background runtime
2026-03-12 21:45:04.895  7577-7577  BgServiceStarter        com.smssync.sms_sync_mobile          D  Requested background service start, reason=sms-receiver-no-channel
2026-03-12 21:45:04.895  7577-7577  NativeSmsRelay          com.smssync.sms_sync_mobile          D  Queued pending SMS from sms-receiver for background delivery
2026-03-12 21:45:04.907  7577-7577  flutter                 com.smssync.sms_sync_mobile          I  WebSocket onDone
2026-03-12 21:45:04.907  7577-7577  flutter                 com.smssync.sms_sync_mobile          I  [ServerStatus] disconnected
2026-03-12 21:45:04.931  7577-7577  BackgroundService       com.smssync.sms_sync_mobile          V  Service already running, using existing service
2026-03-12 21:45:05.011  7577-7577  flutter                 com.smssync.sms_sync_mobile          I  [ServerStatus] connectToServer trigger=heartbeat-probe
2026-03-12 21:45:05.012  7577-7577  flutter                 com.smssync.sms_sync_mobile          I  [ServerStatus] connecting
2026-03-12 21:45:05.068  7577-7577  SmsNotifListener        com.smssync.sms_sync_mobile          D  Ignored notification pkg=com.android.mms.service, title=鹰角网络, text=【鹰角网络】《明日方舟：终末地》「新潮起·故渊离」版本开启！启程福利追加，参与新活动可得「特许寻访凭证」×10！新区域、...
2026-03-12 21:45:05.088  7577-7577  SmsNotifListener        com.smssync.sms_sync_mobile          D  Accepted notification SMS pkg=com.android.mms.service, from=ToDesk, body=【ToDesk远控】验证码为：431839，您正在登录，若非本人操作，请勿泄漏。
2026-03-12 21:45:05.089  7577-7577  NativeSmsRelay          com.smssync.sms_sync_mobile          D  Method channel unavailable for notification-listener, queueing for background runtime
2026-03-12 21:45:05.093  7577-7577  BgServiceStarter        com.smssync.sms_sync_mobile          D  Requested background service start, reason=notification-listener-no-channel
2026-03-12 21:45:05.095  7577-7577  NativeSmsRelay          com.smssync.sms_sync_mobile          D  Queued pending SMS from notification-listener for background delivery
2026-03-12 21:45:05.100  7577-7577  BackgroundService       com.smssync.sms_sync_mobile          V  Service already running, using existing service
2026-03-12 21:45:05.102  7577-7577  SmsNotifListener        com.smssync.sms_sync_mobile          D  Accepted notification SMS pkg=com.android.mms.service, from=BOSS直聘, body=【BOSS直聘】登录验证码：031822，30分钟内有效。工作人员不会向您索要验证码，切勿将验证码提供给他人，谨防被骗。
2026-03-12 21:45:05.102  7577-7577  NativeSmsRelay          com.smssync.sms_sync_mobile          D  Method channel unavailable for notification-listener, queueing for background runtime
2026-03-12 21:45:05.123  7577-7577  BgServiceStarter        com.smssync.sms_sync_mobile          D  Requested background service start, reason=notification-listener-no-channel
2026-03-12 21:45:05.123  7577-7577  NativeSmsRelay          com.smssync.sms_sync_mobile          D  Queued pending SMS from notification-listener for background delivery
2026-03-12 21:45:05.128  7577-7577  flutter                 com.smssync.sms_sync_mobile          I  [ServerStatus] connected
2026-03-12 21:45:05.130  7577-7577  SmsNotifListener        com.smssync.sms_sync_mobile          D  Accepted notification SMS pkg=com.android.mms.service, from=火山引擎, body=【火山引擎】验证码： 135106 。您正在进行身份验证，需要进行验证码校验（10分钟内有效），请勿向任何人提供此验证码...
2026-03-12 21:45:05.131  7577-7577  NativeSmsRelay          com.smssync.sms_sync_mobile          D  Method channel unavailable for notification-listener, queueing for background runtime
2026-03-12 21:45:05.142  7577-7577  BgServiceStarter        com.smssync.sms_sync_mobile          D  Requested background service start, reason=notification-listener-no-channel
2026-03-12 21:45:05.142  7577-7577  NativeSmsRelay          com.smssync.sms_sync_mobile          D  Queued pending SMS from notification-listener for background delivery
2026-03-12 21:45:05.142  7577-7577  SmsNotifListener        com.smssync.sms_sync_mobile          D  Skipped duplicate notification candidate from com.android.mms.service
2026-03-12 21:45:05.144  7577-7577  BackgroundService       com.smssync.sms_sync_mobile          V  Service already running, using existing service
2026-03-12 21:45:05.148  7577-7577  BackgroundService       com.smssync.sms_sync_mobile          V  Service already running, using existing service
2026-03-12 21:45:05.150  7577-7577  SmsNotifListener        com.smssync.sms_sync_mobile          D  Accepted notification SMS pkg=com.android.mms.service, from=火山引擎, body=【火山引擎】验证码： 365864 。您正在进行身份验证，需要进行验证码校验（10分钟内有效），请勿向任何人提供此验证码...
2026-03-12 21:45:05.150  7577-7577  NativeSmsRelay          com.smssync.sms_sync_mobile          D  Method channel unavailable for notification-listener, queueing for background runtime
2026-03-12 21:45:05.152  7577-7577  BgServiceStarter        com.smssync.sms_sync_mobile          D  Requested background service start, reason=notification-listener-no-channel
2026-03-12 21:45:05.153  7577-7577  NativeSmsRelay          com.smssync.sms_sync_mobile          D  Queued pending SMS from notification-listener for background delivery
2026-03-12 21:45:05.155  7577-7577  SmsNotifListener        com.smssync.sms_sync_mobile          D  Ignored notification pkg=com.android.mms.service, title=阿里云, text=【阿里云】您正在进行短信登录，验证码101436，切勿将验证码泄露于他人，本条验证码有效期15分钟。
2026-03-12 21:45:05.156  7577-7577  BackgroundService       com.smssync.sms_sync_mobile          V  Service already running, using existing service
